./redundant_call 40000000 > /dev/null,31,30.4174,8.5667,52.1122,446.4319,185.8543
./redundant_call 40000000 > /dev/null,32,30.4174,8.5297,52.5172,447.9571,188.5056
./redundant_call 40000000 > /dev/null,33,30.4174,8.5330,52.3042,446.3138,186.7613
./redundant_call 40000000 > /dev/null,34,30.4174,9.0010,51.3536,462.2325,188.4468
./redundant_call 40000000 > /dev/null,35,30.4174,9.1040,52.2819,475.9734,199.0543
./redundant_call 40000000 > /dev/null,36,30.4174,8.5343,51.1365,436.4140,176.8232
./redundant_call 40000000 > /dev/null,37,30.4174,8.5310,52.8191,450.6021,191.1101
./redundant_call 40000000 > /dev/null,38,30.4174,8.9915,51.3943,462.1132,188.6146
./redundant_call 40000000 > /dev/null,39,30.4174,9.1059,51.1054,465.3591,188.3824
./redundant_call 40000000 > /dev/null,40,30.4174,8.5344,52.2663,446.0620,186.4677
./redundant_call 40000000 > /dev/null,41,30.4174,8.5650,53.0644,454.4959,193.9716
./redundant_call 40000000 > /dev/null,42,30.4174,8.5357,51.9332,443.2862,183.6529
./redundant_call 40000000 > /dev/null,43,30.4174,9.1064,53.8376,490.2676,213.2746
./redundant_call 40000000 > /dev/null,44,30.4174,8.5615,51.4378,440.3874,179.9678
./redundant_call 40000000 > /dev/null,45,30.4174,8.5706,53.0709,454.8485,194.1539
./redundant_call 40000000 > /dev/null,46,30.4174,8.5394,51.5192,439.9435,180.1971
./redundant_call 40000000 > /dev/null,47,30.4174,8.5336,53.0273,452.5132,192.9438
./redundant_call 40000000 > /dev/null,48,30.4174,8.9866,51.7501,465.0576,191.7089
./redundant_call 40000000 > /dev/null,49,30.4174,8.5322,51.7013,441.1238,181.5979
./redundant_call 40000000 > /dev/null,stats,190.6049,176.8232,213.2746,65.3469
./repeated_conditionals 400000000 > /dev/null,0,30.5158,9.6167,52.9787,509.4822,216.0199
./repeated_conditionals 400000000 > /dev/null,1,30.5158,9.5770,52.3805,501.6466,209.3978
./repeated_conditionals 400000000 > /dev/null,2,30.5158,9.5813,53.5595,513.1690,220.7882
./repeated_conditionals 400000000 > /dev/null,3,30.5158,9.5925,52.7818,506.3071,213.5857
./repeated_conditionals 400000000 > /dev/null,4,30.5158,9.5876,52.3335,501.7547,209.1800
./repeated_conditionals 400000000 > /dev/null,5,30.5158,9.5895,53.1630,509.8046,217.1743
./repeated_conditionals 400000000 > /dev/null,6,30.5158,9.5921,52.2192,500.8921,208.1812
./repeated_conditionals 400000000 > /dev/null,7,30.5158,9.5904,53.2241,510.4421,217.7826
./repeated_conditionals 400000000 > /dev/null,8,30.5158,9.5931,52.7943,506.4627,213.7205
./repeated_conditionals 400000000 > /dev/null,9,30.5158,9.6066,51.5563,495.2819,202.1284
./repeated_conditionals 400000000 > /dev/null,10,30.5158,9.5916,53.3562,511.7717,219.0761
./repeated_conditionals 400000000 > /dev/null,11,30.5158,9.6128,52.0480,500.3242,206.9834
./repeated_conditionals 400000000 > /dev/null,12,30.5158,9.5923,52.9841,508.2417,215.5234
./repeated_conditionals 400000000 > /dev/null,13,30.5158,9.5893,52.5027,503.4626,210.8384
./repeated_conditionals 400000000 > /dev/null,14,30.5158,9.5917,51.2970,492.0270,199.3275
./repeated_conditionals 400000000 > /dev/null,15,30.5158,10.3997,54.8647,570.5740,253.2200
./repeated_conditionals 400000000 > /dev/null,16,30.5158,9.5923,51.2780,491.8748,199.1573
./repeated_conditionals 400000000 > /dev/null,17,30.5158,9.6013,54.8845,526.9596,233.9696
./repeated_conditionals 400000000 > /dev/null,18,30.5158,9.5890,51.7541,496.2696,203.6540
./repeated_conditionals 400000000 > /dev/null,19,30.5158,9.5852,53.2451,510.3620,217.8634
./repeated_conditionals 400000000 > /dev/null,20,30.5158,9.5935,52.3200,501.9306,209.1781
./repeated_conditionals 400000000 > /dev/null,21,30.5158,9.6280,51.7640,498.3861,204.5784
./repeated_conditionals 400000000 > /dev/null,22,30.5158,9.5989,54.1528,519.8081,226.8897
./repeated_conditionals 400000000 > /dev/null,23,30.5158,9.5908,52.0619,499.3172,206.6453
./repeated_conditionals 400000000 > /dev/null,24,30.5158,9.5916,53.3179,511.4033,218.7083
./repeated_conditionals 400000000 > /dev/null,25,30.5158,9.5939,52.6102,504.7380,211.9719
./repeated_conditionals 400000000 > /dev/null,26,30.5158,9.5964,51.7886,496.9828,204.1418
./repeated_conditionals 400000000 > /dev/null,27,30.5158,9.5897,53.3189,511.3122,218.6748
./repeated_conditionals 400000000 > /dev/null,28,30.5158,9.5953,52.3391,502.2071,209.3999
./repeated_conditionals 400000000 > /dev/null,29,30.5158,9.5968,53.5021,513.4496,220.5954
./repeated_conditionals 400000000 > /dev/null,30,30.5158,12.4799,53.2662,664.7573,283.9229
./repeated_conditionals 400000000 > /dev/null,31,30.5158,9.5896,53.3621,511.7216,219.0872
./repeated_conditionals 400000000 > /dev/null,32,30.5158,9.5918,52.7402,505.8735,213.1719
./repeated_conditionals 400000000 > /dev/null,33,30.5158,12.4730,52.4374,654.0495,273.4269
./repeated_conditionals 400000000 > /dev/null,34,30.5158,9.5891,52.8386,506.6744,214.0553
./repeated_conditionals 400000000 > /dev/null,35,30.5158,9.6062,51.9294,498.8461,205.7038
./repeated_conditionals 400000000 > /dev/null,36,30.5158,9.5913,53.2557,510.7904,218.1049
./repeated_conditionals 400000000 > /dev/null,37,30.5158,12.4684,52.6537,656.5090,276.0251
./repeated_conditionals 400000000 > /dev/null,38,30.5158,9.6108,53.5160,514.3302,221.0496
./repeated_conditionals 400000000 > /dev/null,39,30.5158,9.5858,53.1236,509.2313,216.7134
./repeated_conditionals 400000000 > /dev/null,40,30.5158,9.5928,52.3605,502.2830,209.5515
./repeated_conditionals 400000000 > /dev/null,41,30.5158,9.5902,53.1758,509.9655,217.3132
./repeated_conditionals 400000000 > /dev/null,42,30.5158,9.6101,51.9614,499.3532,206.0941
./repeated_conditionals 400000000 > /dev/null,43,30.5158,9.5868,53.4007,511.9400,219.3920
./repeated_conditionals 400000000 > /dev/null,44,30.5158,9.5867,52.4795,503.1037,210.5587
./repeated_conditionals 400000000 > /dev/null,45,30.5158,9.5796,52.9592,507.3260,214.9979
./repeated_conditionals 400000000 > /dev/null,46,30.5158,9.5993,52.8919,507.7253,214.7951
./repeated_conditionals 400000000 > /dev/null,47,30.5158,9.5827,51.8674,497.0306,204.6065
./repeated_conditionals 400000000 > /dev/null,48,30.5158,9.5913,53.3657,511.8473,219.1604
